tag	en	fr	pt	es	id	ru	zh
profile.defaultLocale	Default locale set.	Paramètres régionaux par défaut.	Localidade padrão definida.	Configuración regional por defecto.	Lokasi default sudah ditetapkan.	Установленная по умолчанию локаль.	设置默认区域
newProject.configure	Configure	Configurer	Configurar	Configurar	Konfigurasi	Настроить	设置
vProject.configure	Configure	Configurer	Configurar	Configurar	Konfigurasi	Настроить	设置
assignmentTable.assignSec2	Configure Assignments	Configurer les affectations	Configurar Atribuições	Configurar asignaciones	Atur Tugas	Настройка назначений	配置作业
passageDetailArtifacts.configure	Configure General	Configuration générale	Configuração Geral	Configurar el general	Konfigurasi Umum	Общие параметры	设置普通
assignSection.title2	Configure Assignment Scheme	Configurer le schéma d'affectation	Configurar esquema de atribuição	Configurar esquema de asignación	Atur Skema Tugas	Настроить схему назначений	配置分配方案
assignSection.title	Configure Permission Scheme	Configurer le schéma des autorisations	Configurar esquema de permissões	Configurar esquema de permisos	Atur Skema Perizinan	Настроить схему разрешений	配置权限方案
assignmentTable.assignSec	Configure Permissions	Configurer les autorisations	Configurar permissões	Configurar permisos	Atur Perizinan	Настройка разрешений	配置权限
alert.confirmation	Confirmation	Confirmation	Confirmação	Confirmación	Konfirmasi	Подтверждение	确认
assignSection.confirmDelete	Confirm Delete	Confirmer Supprimer	Confirmar Eliminar	Confirmar Borrar	Konfirmasi Penghapusan	Подтвердить удаление	确认删除
mediaTab.confirmChange	Confirm Change	Confirmer le changement	Confirmar alteração	Confirmar cambio	Konfirmasi Perubahan	Подтвердить изменение	确认更改
assignSection.confirmModify	Confirm Modify	Confirmer Modifier	Confirmar Modificar	Confirmar Modificar	Konfirmasi Pengeditan	Подтвердить Изменить	确认修改
vProject.sets	Set/Sets	Ensemble/Ensembles	Conjunto/Conjuntos	Conjunto/Sets	Kumpulan	Набор/Наборы	组
findResource.query	Query	Interroger	Consultar	Consulta	Tanyakan	Запрос	查询
integration.countPending	Querying count...	Requête de nombre ...	Consultando contagem...	Consulta de recuento...	Sedang menanyakan jumlah...	Запросы...	查询数量...
findResource.querying	Querying...	Interroger...	Consultando...	Consulta...	Sedang mencari...	Запрос...	查询...
integration.usernamePending	Querying username...	Requête le nom d'utilisateur...	Consultando nome de usuário...	Consultando el nombre de usuario...	Menanyakan nama pengguna...	Запрос имени пользователя...	正在查询用户名...
permission.consultant	Consultant	Consultant	Consultor	Consultor	Konsultan	Консультант	顾问
shared.consultant	Consultant	Consultant	Consultor	Consultor	Konsultan	Консультант	顾问
permission.consultantInTraining	Consultant In Training	Consultante en formation	Consultor Em Treinamento	Consultor en formación	Konsultan Sedang Dilatih	Консультант по обучению	培训中的顾问
workflowSteps.unsaved	Unsaved content	Contenu non sauvegardé	Conteúdo não salvo	Contenido no guardado	Hasil yang belum disimpan	Несохраненный контент	未保存的内容
grid.contains	Contains	Contient	Contém	Contiene	Mengandung	Содержит	包含
main.continue	Continue	Continuer	Continuar	Continuar	Lanjut	Продолжить	继续
usertable.continue	Continue	Continuer	Continuar	Continuar	Lanjut	Продолжить	继续
alert.delete	Continue with Delete?	Continuer avec la suppression?	Continuar com Delete?	Continúe con ¿Borrar?	Lanjutkan dengan hapus?	Продолжить с Удалением?	继续删除？
treeChart.contributions	Contributions toward	Contributions vers	Contribuições para	Contribuciones hacia	Kontribusi untuk	Участие в работе	捐款给
cards.convertVoiceSettings	Convert Voice Settings	Paramètres de conversion de la voix	Converter configurações de voz	Convertir Ajustes de Voz	Pengaturan Konversi Suara	Настройки преобразования голоса	转换语音设置
cards.convertVoice	Convert Voice	Convertir la voix	Converter voz	Convertir Voz	Konversi Suara	Преобразование голоса	转换语音
import.copyfail	Copy Failed	La copie a échoué	Falha ao Copiar	Copia fallida	Gagal Menyalin	Ошибка копирования	复制失败
shared.clipboardCopy	Copy to clipboard	Copier dans le presse-papiers	Copiar para a área de transferência	Copiar al portapapeles	Salin ke papan klip	Скопировать в буфер обмена	复制到剪贴板
import.copy	Copy Report	Copier le rapport	Copiar Relatório	Copiar informe	Salin Laporan	Копировать отчет	复制报表
transcriptionTab.copyTranscriptions	Copy Transcriptions	Copie des transcriptions	Copiar Transcrições	Copiar transcripciones	Salin Transkripsi	Скопировать транскрипции	复制听写本
cards.copyright	Copyright	Copyright	Direitos de autor	Copyright	Hak cipta	Авторское право	版权
cards.creatorEmail	Email	Courriel	E-mail	Correo electrónico	Email	Электронная почта	电子邮件
invitationTable.email	Email	Courriel	E-mail	Correo electrónico	Email	Электронная почта	电子邮件
invite.email	Email	Courriel	E-mail	Correo electrónico	Email	Электронная почта	电子邮件
profile.email	Email	Courriel	E-mail	Correo electrónico	Email	Электронная почта	电子邮件
usertable.email	Email	e-mail	E-mail	Correo electrónico	Email	Электронная почта	电子邮件
selectRecording.created	Created	Créé	Criado	Creado	Dibuat	Создано	创建的
audacityManager.create	Create	Créer	Criar	Crear	Membuat	Создать	创建
findResource.create	Create	Créer	Criar	Crear	Buat baru	Создать	创建
findResource.createItems	Create Items	Créer des éléments	Criar itens	Crear artículos	Buat Item Baru	Создать предметы	创建项目
findResource.createResource	Create AI Resource	Créer une ressource AI	Criar recurso de IA	Crear Recurso AI	Buat Sumber AI	Создать ресурс ИИ	创建人工智能资源
passageDetailArtifacts.createResources	Create Resources	Créer des ressources	Criar Recursos	Crear recursos	Buat sumber	Создать ресурс	创建资源
hotKey.ctrlKey	Ctrl	Ctrl	Ctrl	Ctrl	Ctrl	Ctrl	控制
grid.count	Count	Dénombrer	Contagem	Cuenta	Jumlah	Количество	总数
main.UnsavedData	Unsaved Data	Données non enregistrées	Dados Não Salvos	Datos no guardados	Data yang Belum Tersimpan	Несохраненные данные	未保存的数据
vProject.rightToLeft	Right-to-Left	De droite à gauche	Direita-para-esquerda	De derecha a izquierda	Kanan ke Kiri	Справа-налево	从右到左
category.discussion	Discussion	Discussion	Discussão	Debate	Diskusi	Обсуждение	讨论
keyTerms.definition	Definition	Définition	Definição	Definición	Makna	Определение	定义
wsAudioPlayer.aiGiveUp	Stop Waiting...	N'attendez plus...	Pare de esperar...	Deja de esperar...	Berhenti Menunggu...	Хватит ждать...	停止等待...
community.rights	Rights	Droits	Direitos	Derechos	Hak Cipta	Права	权利
mediaActions.detach	Disassociate	Désassocier	Desassociar	Desasociar	Hapus hubungan	Отвязать	取消关联
mediaActions.download	Download	Télécharger	Baixar	Descargar	Unduh	Загрузить	下载
projectDownload.confirm	Download Now	Télécharger maintenant	Transferir agora	Descargar ahora	Unduh Sekarang	Скачать сейчас	立即下载
audioDownload.downloadMedia	Download Audio	Télécharger l'audio	Baixar Áudio	Descargar audio	Unduh Audio	Скачать аудио	音频下载
transcriptionTab.download	Download Vernacular Audio	Télécharger Vernacular Audio	Descarregar Áudio Vernacular	Descargar audio vernáculo	Unduh Audio Bahasa Daerah	Скачать аудиозапись	下载垂直音频
projectDownload.downloadLater	Download Later	Télécharger plus tard	Baixar Depois	Descargar más tarde	Unduh Nanti	Скачать позже	后来下载
transcriptionTab.downloadProject	Download Audio Project	Télécharger le projet audio	Baixar Projeto de Áudio	Descargar proyecto de audio	Unduh Proyek Audio	Скачать аудио проект	下载音频项目
main.goOffline	Go Offline	Passer hors ligne	Ficar off-line	Desconectar	Bekerja Tanpa Koneksi Internet	Перейти в автономный режим	离线
cards.description	Description	Description de la Bible	Descrição da Bíblia	Descripción	Keterangan	Описание	说明
passageDetailArtifacts.description	Description	Description	Descrição	Descripción	Keterangan	Описание	描述
resource.description	Description	Description	Descrição	Descripción	Keterangan	Описание	描述
scriptureTable.description	Description	Description	Descrição	Descripción	Keterangan	Описание	描述
shared.description	Description	Description	Descrição	Descripción	Keterangan	Описание	描述
toDoTable.description	Description	Description	Descrição	Descripción	Keterangan	Описание	描述
vProject.description	Description	Description	Descrição	Descripción	Keterangan	Описание	描述
audacityManager.unlink	Unlink	Détacher	Desvincular	Desenlazar	Hapus sambungan	Отвязать	取消连接
wsAudioPlayer.undoTip	Undo	Annuler	Desfazer	Deshacer	Urungkan	Отменить	撤销
planSheet.moveDown	Move down	Descendre	Deslocar para baixo	Desplazarse hacia abajo	Pindahkan ke bawah	Переместить вниз	下移
planActions.passageDetail	Passage Detail	Détail du passage	Detalhe da Passagem	Detalle del pasaje	Detail Bagian	Детали отрывка	段的详细
languagePicker.details	Details	Détails	Detalhes	Detalles	Rincian	Подробности	细节
main.details	Details	Détails	Detalhes	Detalles	Rincian	Детали	细节
picker.details	Details	Détails	Detalhes	Detalles	Rincian	Подробности	详细信息
planActions.noteDetails	Note Details	Détails de la note	Detalhes da nota	Detalles de la nota	Rincian Catatan	Детали заметки	笔记详细信息
resource.noteDetails	Note Details	Détails de la note	Detalhes da nota	Detalles de la nota	Rincian Catatan	Детали примечания	注释详情
projectDownload.projectDetails	Project Details	Détails du projet	Detalhes do projeto	Detalles del proyecto	Rincian Proyek	Сведения о проекте	项目详情
keyTerms.termDetail	Term Details	Terme Détails	Detalhes do Termo	Detalles del término	Rincian Istilah	Детали термина	词详细
spelling.dictionaries	Dictionaries	Dictionaries	Dicionários	Diccionarios	Kamus	Словари	字典
invite.invalidEmail	Invalid email address	Adresse électronique invalide	E-mail inválido	Dirección de correo electrónico no válida	Alamat e-mail tidak berlaku	Неверный адрес электронной почты	电子邮件地址无效
category.discussions	discussion(s)	discussion(s)	discussão(ões)	discusión(es)	diskusi	обсуждение(и)	讨论
discussionList.title	Discussions	Discussions	Discussões	Discusiones	Diskusi	Обсуждения	讨论
tool.discuss	Discuss	Discuter de	Discutir	Discutir	Bahas	Обсудить	讨论
vProject.layout	Layout	Mise en page	Layout	Diseño	Tata Letak	Шаблон	布局
cards.offlineAvail	Offline Available	Disponible hors ligne	Disponível Offline	Disponible sin conexión	Tersedia Tanpa Koneksi Internet	Доступные офлайн	离线可用
keyTerms.domain	Domain	Domaine	Domínio	Dominio	Bidang	Домен	语义域
mediaTab.duration	Duration	Durée de la visite	Duração	Duración	Durasi	Продолжительность	持续时间
toDoTable.length	Duration	Durée	Duração	Duración	Durasi	Продолжительность	持续时间
voice.age	Age	Âge	Idade	Edad	Usia	Возраст	年龄
discussionMenu.edit	Edit	Modifier	Editar	Editar	Sunting	Редактировать	编辑
mediaActions.edit	Edit	Modifier	Editar	Editar	Sunting	Редактировать	编辑
vProject.edit	Edit	Éditer	Editar	Editar	Sunting	Редактировать	编辑
cards.editCategory	Edit Team Categories	cards.editCategory Modifier les catégories de l'équipe	Editar categorias da equipe	Editar Categorías de Equipo	Sunting Kategori Tim	Редактирование категорий команды	编辑团队范畴
projButtons.categoryTitle	Edit Team Categories	Modifier les catégories d'équipe	Editar categorias da equipe	Editar Categorías de Equipo	Sunting Kategori Tim	Редактировать категории команды	编辑团队范畴
peer.editPeerGroup	Edit Peer Group	Modifier le group de pairs	Editar Grupo de Colegas	Editar Grupo de Pares	Ubah Kelompok Rekan	Редактировать группу пользователей	编辑管理员群组
invite.editInvite	Edit Invite	Modifier l'invitation	Editar Convite	Editar invitación	Sunting Undangan	Изменить приглашение	编辑邀请
profile.edit	Edit Profile	Modifier le profil	Editar perfil	Editar Perfil	Edit Profil	Редактировать профиль	编辑简介
profile.editMember	Edit Member Profile	Modifier le profil du membre	Editar perfil de membro	Editar perfil de miembro	Edit Profil Anggota	Редактировать профиль участника	编辑会员资料
passageDetailArtifacts.editResource	Edit Resource	Changer de ressource	Editar Recurso	Editar recurso	Sunting Sumber	Изменить ресурс	编辑资源
planActions.resourceEdit	Resource Edit	Modifier la ressource	Editar recurso	Editar recurso	Sunting Sumber	Редактировать ресурс	资源编辑
shared.editor	Editor	Éditeur	Editor	Editor	Penyunting	Редактор	编辑者
main.googleSamples	Sample Google spreadsheets	Exemple de feuilles de calcul Google	Exemplo de planilhas do Google	Ejemplo de hojas de cálculo de Google	Contoh spreadsheet Google	Образцы электронных таблиц Google	谷歌电子表格示例
transcriptionTab.elan	ELAN	ELAN	ELAN	ELAN	ELAN	ELAN	ELAN
languagePicker.selectLanguage	Choose Language Details	Choisir les détails de la langue	Escolher Detalhes do Idioma	Elegir detalles de la lengua	Pilih Rincian Bahasa	Детальная информация о языке	选择语言详细信息
mediaTab.choosePassage	Choose Passage	Choisir le passage	Selecionar Passagem	Elegir pasaje	Pilih Bagian	Выберите отрывок	选择片段
selectRecording.playItem	Play Item	Elément de lecture	Reproduzir Item	Elemento de reproducción	Putarkan Rekaman	Воспроизвести	播放项目
picker.selectLanguage	Choose Language Details	Choisir les détails de la langue	Selecionar detalhes do idioma	Elija Detalles del idioma	Pilih Rincian Bahasa	Выбор сведений о языке	选择语言详细信息
shared.noiseRemovalFailed	Noise Removal Failed	Échec de l'élimination du bruit	Falha na remoção de ruído	Eliminación de ruido fallida	Gagal menghilangkan kebisingan	Устранение шума не удалось	噪音消除失败
assignmentTable.delete	Delete	Supprimer	Excluir	Eliminar	Hapus	Удалить	删除
peer.remove	Remove	Supprimer	Remover	Eliminar	Hapus	Удалить	删除
assignmentTable.removeSec2	Remove Assignments	Supprimer les affectations	Remover atribuições	Eliminar asignaciones	Hapus Tugas	Удалить назначения	删除作业
cards.deleteTeam	Delete Team	Supprimer l’équipe	Excluir Equipe	Eliminar equipo	Hapus Tim	Удалить команду	移除团队
assignmentTable.removeSec	Remove Permissions	Supprimer les autorisations	Remover permissões	Eliminar permisos	Hapus Izin	Удалить разрешения	删除权限
transcriber.reviewing	Started to review	A commencé à examiner	Começou a revisar	Empezar a revisar	Sudah mulai periksa	Начата проверка	开始复习
stepEditor.inProgress	In progress...	En cours...	Em Progresso...	En progreso...	Dalam proses...	В процессе...	正在进行中...
transcriber.congratulation	Congratulations	Félicitations	Parabéns	Enhorabuena	Selamat	Поздравления	恭喜您！
keyTerms.link	Link	Lien	Link	Enlace	Link	Ссылка	链接
passageDetailArtifacts.link	Link	Lien	Vincular	Enlace	Sambungkan	Ссылка	链接
resource.link	Link	Lien	Ligação	Enlace	Link	Ссылка	链接
passageDetailArtifacts.linkResource	Link (URI)	Lien (URI)	Link (URI)	Enlace (URI)	Link (URI)	Ссылка (URI)	链接（URI）
passageDetailArtifacts.sharedResource	Link Shared	Lien partagé	Link compartilhado	Enlace compartido	Link Dikirim	Общая ссылка	共享链接
mediaUpload.linkTitle	Link Resource	Lien de la ressource	Recurso de link	Enlazar recurso	Sambungkan Sumber	Ссылка на ресурс	链接资源
invite.send	Send	Envoyer	Enviar	Enviar	Kirim	Отправить	发送
transcriber.submit	Submit	Soumettre	Enviar	Enviar	Serahkan	Отправить	发送
transcriber.submitReviewTip	Submit as complete	Soumettre comme complet	Enviar como completo	Enviar como completo	Serahkan sebagai sudah lengkap	Отправить как завершенное	完成提交
transcriber.submitTranscriptionTip	Submit for review	Soumettre pour examen	Enviar para revisão	Enviar para revisión	Kirimkan untuk diperiksa	Отправить на проверку	发送以供复核
invite.organization	Team	Équipe	Equipe	Equipo	Tim	Команда	团队
main.team	Team	Équipe	Equipe	Equipo	Tim	Команда	团队
projectDownload.team	Team	L'équipe	Equipe	Equipo	Tim	Команда	团队
import.error	Import Error	Erreur d'importation	Erro de Importação	Error de importación	Kesalahan Impor	Ошибка Импорта	导入错误
audacityManager.installError	Audacity install error	Erreur d'installation d'Audacity	Erro ao instalar o Audacity	Error de instalación de Audacity	Kesalahan pemasangan Audacity	Ошибка установки Audacity	胆敢 安装错误
main.apiError	API Error:	Erreur API:	Erro de API:	Error de la API:	Kesalahan API:	Ошибка API:	API 错误：
integration.usernameError	Username error:	Erreur de nom d'utilisateur:	Erro de nome de usuário:	Error de nombre de usuario:	Kesalahan nama pengguna:	Ошибка имени пользователя:	用户名错误：
integration.syncError	Sync error:	Erreur de synchronisation:	Erro de sincronização:	Error de sincronización:	Kesalahan kirim/terima:	Ошибка синхронизации:	同步出错
transcriptionTab.error	Export Error	Erreur d'exportation	Erro de Exportação	Error en la exportación	Kesalahan Saat Mengekspor	Ошибка экспорта	导出错误
faithbridge.error	Error: 	Erreur : 	Erro: 	Error: 	Error: 	Ошибка:	错误： 
grid.equal	Equals	Équivaut à	Igual	Es igual a	Sama dengan	Равно	等于
vProject.scenes	Scene/Scenes	Scène/Scènes	Cena/Cenas	Escena/Escenas	Adegan	Сцена/Сцены	场景
control.scripture	Scripture	Écritures	Referência Bíblica	Escritura	Alkitab	Писание	经文
languagePicker.script	Script	Script	Script	Escritura	Skrip	Скрипт	正字法
transcriber.scriptOrDialect	Script or Dialect	Script ou dialecte	Escrita ou dialeto	Escritura o dialecto	Skrip atau Logat Bahasa	Скрипт или диалект	脚本或方言
artifactCategory.scripture	Scripture	Écritures	Referência Bíblica	Escrituras	Alkitab	Писание	经文
hotKey.spaceKey	Space	Espace	Espaço	Espacio	Spasi	Пробел	空格
shared.scheme2	Assignment Scheme	Schéma d'affectation	Esquema de atribuição	Esquema de asignación	Skema Tugas	Схема назначений	分配方案
shared.scheme	Permission Scheme	Schéma d'autorisation	Esquema de permissões	Esquema de permisos	Skema Perizinan	Схема разрешений	权限方案
keyTerms.settingLanguage	Set Language	Définir la langue	Definir idioma	Establecer idioma	Tentukan Bahasa	Установить язык	设置语言
discussionMenu.setSegment	Set Segment	Segment fixe	Configurar Segmento	Establecer segmento	Tetapkan Segmen	Установить сегмент	设置段
assignmentTable.sectionstate	State	État	Estado	Estado	Keadaan	Cтатус	状态
import.state	State	État	Estado	Estado	Keadaan	Cтатус	状态
toDoTable.state	State	État	Estado	Estado	Keadaan	Cтатус	状态
transcriptionTab.sectionstate	State	État	Estado	Estado	Keadaan	Cтатус	状态
treeChart.status	Status of	Statut de	Status de	Estado de	Keadaan	Статус	状态
voice.stThisTeam	this team	cette équipe	esta equipe	este equipo	tim ini	эта команда	本团队
voice.thisTeam	This Team	Cette équipe	Esta equipe	Este equipo	Tim Ini	Эта команда	本团队
vProject.tags	Tags	Étiquettes	Tags	Etiquetas	Tag	Теги	标签
audacityManager.browse	Browse	Parcourir	Procurar	Examinar	Jelajahi	Обзор	浏览
keyTerms.exclude	Exclude	Exclure	Excluir	Excluir	Kecualikan	Исключить	排除
voice.excludeName	Exclude my name.	Exclure mon nom.	Exclua meu nome.	Excluir mi nombre.	Kecualikan nama saya.	Исключите мое имя.	排除我的姓名。
main.sessionExpiring	Session Expiring	Session expirée	Sessão Expirando	Expiración de la sesión	Sesi Berakhir	Истекает сессия	会话正在结束
picker.codeExplained	Code Explained	Explication du code	Código explicado	Explicación del código	Penjelasan kode bahasa	Объяснение кода	代码解释
cards.bibleIdExplain	Explain Bible Id	Expliquer l'identifiant de la Bible	Explicar a identificação da Bíblia	Explicar Id. de la Biblia	Jelaskan ID Alkitab	Объясните идентификатор Библии	解释圣经编号
main.export	Export	Exporter	Exportar	Exportar	Ekspor	Экспорт	导出
projButtons.export	Export	Exporter	Exportar	Exportar	Ekspor	Экспорт	导出
tool.export	Export	Exporter	Exportar	Exportar	Ekspor	Экспорт	导出
transcriptionTab.export	Export	Exporter	Exportar	Exportar	Ekspor	Экспорт	导出
workflowSteps.export	Export	Export	Exportar	Exportar	Ekspor	Экспорт	导出
transcriptionTab.audioExport	Export Audio Files	Exporter les fichiers audio	Exportar Arquivos de Áudio	Exportar archivos de audio	Ekspor Berkas Audio	Экспорт аудиофайлов	导出音频文件
transcriptionTab.exportSinceGo	Export from date	Exporter à partir de la date	Exportar a partir da data	Exportar desde fecha	Ekspor mulai dari tanggal	Экспорт с даты	导出日期
transcriptionTab.exportProject	Export Audio Project	Exporter une projet audio	Exportar Projeto de Áudio	Exportar proyecto de audio	Ekspor Proyek Audio	Импортировать аудио проект	导入音频项目
scriptureTable.extras	Extras	Extras	Extras	Extras	Lain-lain	Дополнения	附加
welcome.keyFactor	Key Factor(s)	Facteur clé	Fator(es)-Chave	Factor(es) clave	Faktor Kunci	Ключевой фактор(ы)	关键因素
transcriber.aiAsrFailed	AI transcription failed	Échec de la transcription par l'IA	Falha na transcrição de IA	Fallo en la transcripción AI	Transkripsi AI gagal	Не удалось выполнить транскрипцию AI	人工智能转录失败
keyTerms.fauna	Fauna	Faune	Fauna	Fauna	Hewan	Фауна	动物群
mediaTab.date	Date	Date	Data	Fecha	Tanggal	Дата	日期
grid.rowsPerPage	Rows per Page	Lignes par page	Linhas por Página	Filas por página	Baris per Halaman	Строк на странице	每页行数
assignmentTable.filter	Filter	Filtrer	Filtro	Filtrar	Filter	Фильтр	筛选
invitationTable.filter	Filter	Filtre	Filtro	Filtrar	Filter	Фильтр	筛选
projectDownload.filter	Filter	Filtre	Filtro	Filtrar	Filter	Фильтр	过滤
transcriptionTab.filter	Filter	Filtre	Filtro	Filtrar	Filter	Фильтр	筛选
usertable.filter	Filter	Filtre	Filtrar	Filtrar	Filter	Фильтр	筛选
filterMenu.filter	Filter Discussions	Discussions sur les filtres	Filtrar Discussões	Filtrar discusiones	Filter Diskusi	Фильтровать обсуждения	筛选讨论
import.filter	Filter	Filtrer	Filtro	Filtro	Filter	Фильтр	筛选
mediaTab.filter	Filter	Filtrer	Filtro	Filtro	Filter	Фильтр	筛选
toDoTable.filter	Filter	Filtre	Filtro	Filtro	Filter	Фильтр	筛选
discussionList.discussionFilter	Discussion Filter	Filtre de discussion	Filtro de Discussão	Filtro de discusión	Filter Diskusi	Фильтр обсуждений	讨论筛选器
grid.filterPlaceholder	Filter...	Filtre...	Filtrar...	Filtro...	Filter...	Фильтр...	筛选...
hotKey.endKey	End	Fin	Fim	Finalizar	End	End	结束
hotKey.downArrow	Down Arrow	Flèche vers le bas	Seta para baixo	Flecha abajo	Panah Bawah	Стрелка вниз	下箭头
hotKey.rightArrow	Right Arrow	Flèche droite	Seta para a Direita	Flecha derecha	Panah Kanan	Стрелка вправо	右箭头
hotKey.leftArrow	Left Arrow	Flèche gauche	Seta para a Esquerda	Flecha izquierda	Panah Kiri	Стрелка влево	左箭头
keyTerms.flora	Flora	Flore	Flora	Flora	Tumbuhan	Флора	植物群
cards.process	Default Workflow	Flux de travail par défaut	Fluxo de Trabalho Padrão	Flujo de trabajo por defecto	Alur Kerja Default	Рабочий процесс по умолчанию	默认工作流
languagePicker.phonetic	Phonetic	Phonétique	Fonética	Fonética	Fonetiki	Фонетика	语音学
picker.phonetic	Phonetic	Phonétique	Fonética	Fonética	Fonetiki	Фонетический	拼音
transcriber.phonetic	Phonetic	Phonétique	Fonética	Fonética	Fonetiki	Фонетический	音标
vProject.training	Training	Formation	Treinamento	Formación	Pelatihan	Обучение	培训
stepEditor.backtranslation	Phrase BT	Phrase BT	Frase BT	Frase BT	TerBal Hentian Singkat	Фраза BT	词语回译
workflowSteps.pBTTranscribe	Phrase BT Transcribe	Phrase Retour Traduire Transcription	Traduzir Frase Voltar Transcrição	Frase BT Transcribir	Ketik TerBal Hentian Singkat	Обратный перевод фразы Транскрибировать	词语回译听写
workflowSteps.phraseBackTranslation	Phrase Back Translate	Traduction du dos par phrase	Retrotradução de Frases	Frase de vuelta Traducir	Terjemahan Balik Frasa	Обратный перевод фраз	词语回译
profile.syncFrequencyLabel	Frequency:	Fréquence :	Frequência:	Frecuencia:	Frekuensi:	Частота:	频率：
findResource.source	Source	Source	Fonte	Fuente	Sumber	Источник	来源
keyTerms.source	Source	Source	Fonte	Fuente	Sumber	Источник	来源
languagePicker.font	Font	Police	Fonte	Fuente	Font	Шрифт	字体
passageDetailArtifacts.source	Source	Source	Fonte	Fuente	Sumber	Источник	来源
picker.font	Font	Police	Tipo de letra	Fuente	Font	Шрифт	字体
vProject.font	Font	Police	Fonte	Fuente	Font	Шрифт	字体
languagePicker.noFonts	No recommended font	Pas de polices recommandées	Nenhum tipo de letra recomendado	Fuentes no recomendadas	Tidak ada font yang direkomendasikan	Нет рекомендуемых шрифтов	没有推荐字体
picker.noFonts	No recommended fonts	Pas de polices recommandées	Nenhuma fonte recomendada	Fuentes no recomendadas	Tidak ada font yang direkomendasikan	Нет рекомендуемых шрифтов	不推荐字体
cards.offline	Offline	Hors ligne	Offline	Fuera de línea	Offline	Офлайн	离线
integration.offline	Offline	Hors ligne	Offline	Fuera de línea	Offline	Офлайн	离线
keyTerms.strong	Strong	Fort	Forte	Fuerte	Kuat	Сильный	重号码
assignmentTable.role	Role	Rôle	Função	Función	Peran	Роль	角色
artifactType.airesource	AI Generated	Généré par l'IA	Gerada por IA	Generado por IA	Dihasilkan oleh AI	Сгенерированный ИИ	AI 生成
findResource.queryBuilder	AI Query Builder	Constructeur de requêtes pour l'IA	Criador de consultas de IA	Generador de consultas AI	Pembuat Kueri AI	Конструктор запросов AI	人工智能查询生成器
control.other	General	Générale	Geral	General	Umum	Основное	通用
voice.gender	Gender	Genre	Gênero	Género	Jenis Kelamin	Пол	性别
keyTerms.gloss	Gloss	Glossaire	Gloss	Glosa	Arti Singkat	Глосса	释义
keyTerms.recording	Recording in progress.	Enregistrement en cours.	Gravação em andamento.	Grabación en curso.	Sedang merekam.	Идет запись.	录制进行中
shared.recordingInProgress	Recording in progress...	Enregistrement en cours...	Gravação em progresso...	Grabación en curso...	Perekaman sedang berlangsung...	Идёт запись...	正在录音中……
workflowSteps.finalRecording	Studio Record	Enregistrement du studio	Registo de estúdio	Grabación en estudio	Rekaman Studio	Студийная запись	工作室录音
transcriber.needsNewRecording	Rejected recording	Enregistrement rejeté	Gravação rejeitada	Grabación rechazada	Rekaman yang ditolak	Отклоненная запись	拒绝的录音
mediaTitle.recording	Recording...	Enregistrement...	Gravação...	Grabando...	Sedang Merekam...	Запись...	记录...
community.record	Record	Enregistrement	Gravar	Grabar	Rekam	Запись	录音
mediaTitle.record	Record	Enregistrer	Registar	Grabar	Rekam	Запись	记录
passageDetailArtifacts.recordResource	Record	Enregistrer	Registrar	Grabar	Rekam	Запись	记录
tool.record	Record	Enregistrement	Gravar	Grabar	Rekam	Запись	录音
workflowSteps.record	Record	Enregistrement	Gravar	Grabar	Rekam	Запись	录音
commentEditor.record	Record Comment	Enregistrer le commentaire	Gravar Comentário	Grabar comentario	Rekam Catatan	Записать комментарий	录音注释
mediaTitle.recordOrUpload	Record or Upload	Enregistrer ou télécharger	Gravar ou carregar	Grabar o cargar	Rekam atau Unggah	Записать или загрузить	录制或上传
keyTerms.record	Record Translation	Enregistrer la traduction	Tradução de Registros	Grabar traducción	Rekam Terjemahan	Перевод записей	录音翻译
passageRecord.title	Record/Edit Audio	Créer / modifier l'audio	Gravar/Editar Áudio	Grabar/editar audio	Rekam/Sunting Audio	Запись/Редактирование аудио	录音/编辑音频
planActions.recordAudio	Record/Edit Audio	Créer/Éditer de l'audio	Gravar/Editar Áudio	Grabar/Editar audio	Rekam/Sunting Audio	Запись/Редактирование аудио	录音/编辑音频
main.thanks	Thanks to	Merci à	Agradecimentos	Gracias a	Terima kasih Kepada	Спасибо	谢谢：
artifactCategory.graphic	Graphic	Graphique	Gráfico	Gráfico	Gambar	Графика	图形
artifactType.graphic	Graphic	Graphique	Gráfico	Gráfico	Gambar	Графика	图形
planSheet.graphic	Graphic	Graphique	Gráfico	Gráfico	Gambar	Графика	图形
artifactCategory.grammar	Grammar	Grammaire	Gramática	Gramática	Tata Bahasa	Грамматика	语法
keyTerms.greek	Greek	Grec	Grego	Griego	Bahasa Yunani	Греческий	希腊语
findResource.group	Group	Groupe	Agrupar	Grupo	Kelompok	Группа	组
peer.peerGroup	Peer Group	Groupe de pairs	Grupo de Colegas	Grupo de pares	Kelompok Rekan	Группа пользователей	管理员组
groupTabs.groups	Groups	Groupes	Grupos	Grupos	Kelompok	Группы	组
groupTabs.peerGroups	Peer Groups	Groupes de pairs	Grupos de Colegas	Grupos de compañeros	Kelompok Rekan	Группы пользователей	管理员组
mediaTab.savingComplete	Saving complete.	Sauvegarde complète.	Gravação concluída.	Guardado completo.	Penyimpanan selesai.	Сохранено!	保存成功
